[Subject]	
[Date]	01/15/2016
[Time]	14:47:37
[Channels]	24
[Rate]	1000.000000
[Type]	Average
[Points]	1101
[Xmin]	-100.00000
[Sweeps]	254
[Accepted]	59
[Rejected]	195
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[      FZ]	[     FC3]	[     FCZ]	[     FC4]	[      C3]	[      CZ]	[      C4]	[     CP3]	[     CPZ]	[     CP4]	[      P3]	[      PZ]	[      P4]	[      Oz]	[     FP1]	[     FP2]	[      A2]	[   P8/T6]	[     TP7]	[     TP8]	[   P7/T5]	[    VEOG]	[    HEOG]	[    Nose]	
    -0.8051	    -0.7454	    -0.9929	    -0.8591	    -0.6429	    -0.4153	    -0.8279	    -0.4011	    -0.3129	    -0.9559	    -0.1735	    -0.5917	    -0.7539	     0.0967	    -0.2134	     0.0313	    -0.1764	    -0.6685	    -0.4808	    -1.0355	    -0.1906	    -0.6486	     0.2333	     0.2219	
    -0.7766	    -0.7283	    -1.0156	    -0.8648	    -0.6572	    -0.4125	    -0.8364	    -0.4040	    -0.3243	    -0.9502	    -0.1991	    -0.5889	    -0.7624	     0.0882	    -0.2333	    -0.0057	    -0.1707	    -0.7254	    -0.5604	    -1.2318	    -0.2276	    -0.6515	     0.2418	     0.1451	
    -0.8165	    -0.7311	    -1.0185	    -0.8677	    -0.6458	    -0.4040	    -0.8392	    -0.4210	    -0.2930	    -0.9416	    -0.1735	    -0.5547	    -0.7454	     0.0967	    -0.2646	    -0.0626	    -0.1878	    -0.7425	    -0.5832	    -1.3513	    -0.2361	    -0.6344	     0.2617	     0.0797	
    -0.8079	    -0.6913	    -0.9957	    -0.8648	    -0.6372	    -0.3983	    -0.8079	    -0.4381	    -0.2987	    -0.9274	    -0.1707	    -0.5405	    -0.7283	     0.1309	    -0.2816	    -0.1280	    -0.2276	    -0.7340	    -0.6202	    -1.4196	    -0.2674	    -0.6230	     0.2703	     0.0085	
    -0.8193	    -0.6742	    -1.0128	    -0.8819	    -0.6515	    -0.4267	    -0.8222	    -0.4353	    -0.2959	    -0.9132	    -0.1792	    -0.5149	    -0.7169	     0.1422	    -0.3158	    -0.2077	    -0.2418	    -0.7112	    -0.7112	    -1.4452	    -0.2873	    -0.6145	     0.2845	    -0.0768	
    -0.8563	    -0.7027	    -1.0128	    -0.8876	    -0.6600	    -0.4153	    -0.8165	    -0.4694	    -0.2845	    -0.8819	    -0.1735	    -0.4666	    -0.6714	     0.1422	    -0.3784	    -0.2760	    -0.2760	    -0.6629	    -0.7567	    -1.4111	    -0.2902	    -0.5917	     0.3044	    -0.1394	
    -0.8506	    -0.6685	    -0.9929	    -0.8734	    -0.6742	    -0.4239	    -0.7852	    -0.4836	    -0.2930	    -0.8762	    -0.2020	    -0.4523	    -0.6572	     0.1650	    -0.4040	    -0.3357	    -0.3215	    -0.5917	    -0.8307	    -1.3342	    -0.3072	    -0.5860	     0.3101	    -0.2077	
    -0.8165	    -0.6657	    -0.9985	    -0.8563	    -0.6600	    -0.4410	    -0.7710	    -0.4950	    -0.2845	    -0.8364	    -0.1963	    -0.4097	    -0.6259	     0.1935	    -0.4182	    -0.3983	    -0.3812	    -0.5121	    -0.8990	    -1.2290	    -0.3186	    -0.5690	     0.2873	    -0.2361	
    -0.8563	    -0.6657	    -1.0014	    -0.8563	    -0.6572	    -0.4495	    -0.7397	    -0.5064	    -0.2816	    -0.7880	    -0.1878	    -0.3613	    -0.5804	     0.2333	    -0.4381	    -0.4438	    -0.4410	    -0.4068	    -0.9673	    -1.0754	    -0.3300	    -0.5491	     0.3158	    -0.2475	
    -0.8535	    -0.6572	    -1.0042	    -0.8535	    -0.6543	    -0.4779	    -0.7169	    -0.5178	    -0.2703	    -0.7681	    -0.1935	    -0.3528	    -0.5178	     0.2560	    -0.4666	    -0.4922	    -0.4893	    -0.2873	    -1.0156	    -0.8762	    -0.3215	    -0.5377	     0.2987	    -0.2447	
    -0.8222	    -0.6316	    -0.9644	    -0.8478	    -0.6145	    -0.4808	    -0.6998	    -0.5206	    -0.2959	    -0.7311	    -0.2105	    -0.3158	    -0.4836	     0.2959	    -0.4722	    -0.4922	    -0.5604	    -0.1764	    -1.0640	    -0.6600	    -0.3215	    -0.5206	     0.2930	    -0.2503	
    -0.8193	    -0.6401	    -0.9644	    -0.8307	    -0.6031	    -0.4722	    -0.6515	    -0.5149	    -0.2930	    -0.6714	    -0.2048	    -0.2987	    -0.4495	     0.3215	    -0.4779	    -0.4979	    -0.6145	    -0.0398	    -1.1123	    -0.4210	    -0.2959	    -0.4979	     0.2646	    -0.2162	
    -0.7738	    -0.5860	    -0.9587	    -0.7909	    -0.5747	    -0.4722	    -0.5946	    -0.5149	    -0.2731	    -0.6202	    -0.1821	    -0.2760	    -0.3897	     0.3471	    -0.4353	    -0.5206	    -0.6600	     0.0654	    -1.1123	    -0.1906	    -0.2731	    -0.4808	     0.2532	    -0.1821	
    -0.7653	    -0.5491	    -0.9104	    -0.7539	    -0.5547	    -0.5092	    -0.5291	    -0.4950	    -0.2731	    -0.5434	    -0.1764	    -0.2333	    -0.3215	     0.3698	    -0.3926	    -0.4666	    -0.7197	     0.1963	    -1.1237	     0.0284	    -0.2674	    -0.4637	     0.2447	    -0.1309	
    -0.7340	    -0.5064	    -0.9160	    -0.7454	    -0.5121	    -0.5235	    -0.5121	    -0.4922	    -0.2959	    -0.4865	    -0.1821	    -0.2390	    -0.2930	     0.3841	    -0.3698	    -0.4751	    -0.7454	     0.3016	    -1.1095	     0.1849	    -0.2447	    -0.4353	     0.2276	    -0.1024	
    -0.7055	    -0.4808	    -0.8848	    -0.7055	    -0.4779	    -0.5263	    -0.4552	    -0.4751	    -0.2845	    -0.4580	    -0.1906	    -0.2162	    -0.2646	     0.4068	    -0.3272	    -0.4353	    -0.7966	     0.3698	    -1.0697	     0.2845	    -0.2162	    -0.4097	     0.2361	    -0.0398	
    -0.6885	    -0.4438	    -0.8876	    -0.6970	    -0.4466	    -0.5291	    -0.4068	    -0.4808	    -0.3072	    -0.4125	    -0.1991	    -0.2162	    -0.2589	     0.4381	    -0.2930	    -0.3954	    -0.8478	     0.4381	    -1.0384	     0.3357	    -0.2304	    -0.3784	     0.2048	    -0.0142	
    -0.6657	    -0.4438	    -0.8705	    -0.6685	    -0.4324	    -0.5661	    -0.3641	    -0.4722	    -0.3328	    -0.3812	    -0.2162	    -0.1991	    -0.2703	     0.4523	    -0.2475	    -0.3926	    -0.8819	     0.4609	    -0.9701	     0.3215	    -0.2162	    -0.3471	     0.2077	     0.0228	
    -0.6372	    -0.3698	    -0.8620	    -0.6287	    -0.4011	    -0.5633	    -0.3158	    -0.4324	    -0.3471	    -0.3300	    -0.2447	    -0.2361	    -0.2503	     0.4694	    -0.1792	    -0.3613	    -0.9160	     0.4552	    -0.8791	     0.2077	    -0.2304	    -0.3158	     0.1792	     0.0597	
    -0.6145	    -0.3641	    -0.8478	    -0.6116	    -0.3698	    -0.5804	    -0.2902	    -0.4267	    -0.3670	    -0.3357	    -0.2617	    -0.2674	    -0.2503	     0.4836	    -0.1622	    -0.3442	    -0.9502	     0.4438	    -0.7880	     0.0370	    -0.2048	    -0.2902	     0.1678	     0.1081	
    -0.6372	    -0.3841	    -0.8848	    -0.6145	    -0.4068	    -0.6230	    -0.2589	    -0.4523	    -0.4239	    -0.3385	    -0.3129	    -0.3385	    -0.2845	     0.4979	    -0.1622	    -0.3385	    -0.9445	     0.3812	    -0.7055	    -0.2134	    -0.2304	    -0.2475	     0.1422	     0.1024	
    -0.6486	    -0.3983	    -0.9018	    -0.5917	    -0.3983	    -0.6742	    -0.2447	    -0.4637	    -0.4722	    -0.3357	    -0.3385	    -0.3954	    -0.3215	     0.4922	    -0.1593	    -0.3528	    -0.9502	     0.3072	    -0.6259	    -0.4808	    -0.2475	    -0.1935	     0.1508	     0.0939	
    -0.6515	    -0.4011	    -0.9018	    -0.5377	    -0.3897	    -0.6771	    -0.2276	    -0.4637	    -0.5035	    -0.3357	    -0.3727	    -0.4410	    -0.3613	     0.4922	    -0.1366	    -0.3613	    -0.9445	     0.2191	    -0.5035	    -0.7510	    -0.2447	    -0.1678	     0.1565	     0.1109	
    -0.6600	    -0.4267	    -0.9502	    -0.5661	    -0.3954	    -0.7226	    -0.2219	    -0.4836	    -0.5547	    -0.3357	    -0.4381	    -0.5320	    -0.4182	     0.4722	    -0.1223	    -0.4011	    -0.9160	     0.1053	    -0.4125	    -1.0611	    -0.2674	    -0.1138	     0.1565	     0.0939	
    -0.6799	    -0.4296	    -0.9644	    -0.5263	    -0.4267	    -0.7624	    -0.2191	    -0.5007	    -0.5974	    -0.3585	    -0.4922	    -0.5804	    -0.4751	     0.4495	    -0.1366	    -0.4410	    -0.8819	     0.0028	    -0.3243	    -1.3229	    -0.2930	    -0.0740	     0.1593	     0.0768	
    -0.6913	    -0.4751	    -0.9815	    -0.5263	    -0.4239	    -0.7766	    -0.2191	    -0.5235	    -0.6572	    -0.3755	    -0.5348	    -0.6515	    -0.5291	     0.4324	    -0.1479	    -0.4495	    -0.8307	    -0.1223	    -0.2247	    -1.6017	    -0.3101	    -0.0398	     0.1451	     0.0882	
    -0.6998	    -0.4836	    -0.9843	    -0.5121	    -0.4580	    -0.7937	    -0.2247	    -0.5633	    -0.6941	    -0.3897	    -0.5718	    -0.6998	    -0.5804	     0.4153	    -0.1479	    -0.4666	    -0.7795	    -0.2162	    -0.1081	    -1.8093	    -0.3499	    -0.0085	     0.1707	     0.1024	
    -0.7084	    -0.5007	    -1.0014	    -0.4865	    -0.4779	    -0.8023	    -0.2276	    -0.5946	    -0.7397	    -0.4210	    -0.6230	    -0.7624	    -0.6259	     0.3698	    -0.1536	    -0.4979	    -0.7112	    -0.3158	    -0.0484	    -1.9886	    -0.3670	     0.0228	     0.1622	     0.1223	
    -0.7169	    -0.5178	    -0.9815	    -0.4523	    -0.4722	    -0.7966	    -0.2105	    -0.5775	    -0.7624	    -0.4239	    -0.6543	    -0.8051	    -0.6600	     0.3385	    -0.1366	    -0.4865	    -0.6458	    -0.3869	     0.0057	    -2.1137	    -0.3812	     0.0228	     0.1622	     0.1422	
    -0.7226	    -0.5604	    -1.0014	    -0.4751	    -0.5206	    -0.7937	    -0.2361	    -0.6145	    -0.8193	    -0.4751	    -0.7112	    -0.9047	    -0.7226	     0.2731	    -0.1252	    -0.4808	    -0.5348	    -0.4779	     0.0284	    -2.1564	    -0.4353	     0.0199	     0.1394	     0.1280	
    -0.7169	    -0.5604	    -0.9815	    -0.4438	    -0.5263	    -0.7852	    -0.2276	    -0.6202	    -0.8478	    -0.4979	    -0.7596	    -0.9473	    -0.7567	     0.2333	    -0.1024	    -0.4580	    -0.4523	    -0.5661	     0.0626	    -2.1365	    -0.4637	     0.0114	     0.1280	     0.0967	
    -0.6828	    -0.5690	    -0.9502	    -0.3983	    -0.5405	    -0.7624	    -0.2361	    -0.6543	    -0.8705	    -0.5121	    -0.8193	    -0.9872	    -0.7966	     0.1878	    -0.0797	    -0.4125	    -0.3442	    -0.6202	     0.0910	    -2.0682	    -0.4865	    -0.0057	     0.1081	     0.0910	
    -0.6685	    -0.5661	    -0.8933	    -0.3812	    -0.5206	    -0.7425	    -0.2560	    -0.6828	    -0.9104	    -0.5291	    -0.8421	    -1.0384	    -0.8307	     0.1223	    -0.0484	    -0.4153	    -0.2191	    -0.6714	     0.0825	    -1.9487	    -0.5405	    -0.0341	     0.0882	     0.0654	
    -0.6173	    -0.5576	    -0.8421	    -0.3243	    -0.5377	    -0.7055	    -0.2247	    -0.7112	    -0.9047	    -0.5377	    -0.8961	    -1.0384	    -0.8535	     0.0683	    -0.0057	    -0.3585	    -0.1109	    -0.6856	     0.0967	    -1.7553	    -0.6031	    -0.0711	     0.0797	     0.0597	
    -0.5889	    -0.5633	    -0.7653	    -0.2731	    -0.5348	    -0.6372	    -0.2020	    -0.7397	    -0.8990	    -0.5434	    -0.9303	    -1.0754	    -0.8535	    -0.0028	     0.0028	    -0.3016	     0.0256	    -0.6998	     0.0711	    -1.5362	    -0.6173	    -0.1109	     0.0597	     0.0085	
    -0.5178	    -0.5206	    -0.6771	    -0.2247	    -0.5434	    -0.6031	    -0.1707	    -0.7539	    -0.9160	    -0.5405	    -0.9729	    -1.1010	    -0.8734	    -0.0654	     0.0199	    -0.2447	     0.1309	    -0.7169	     0.0740	    -1.2546	    -0.6543	    -0.1366	     0.0541	    -0.0028	
    -0.4239	    -0.5206	    -0.6060	    -0.1394	    -0.5377	    -0.5462	    -0.1508	    -0.7567	    -0.8904	    -0.5348	    -1.0042	    -1.0867	    -0.8677	    -0.1223	     0.0654	    -0.1565	     0.2560	    -0.7027	     0.0284	    -0.9815	    -0.6941	    -0.1878	     0.0313	    -0.0569	
    -0.3442	    -0.4466	    -0.4950	    -0.0398	    -0.4922	    -0.4751	    -0.0996	    -0.7425	    -0.8620	    -0.4979	    -0.9985	    -1.0611	    -0.8392	    -0.1650	     0.1337	    -0.0797	     0.3300	    -0.6742	     0.0028	    -0.6941	    -0.6998	    -0.2191	     0.0370	    -0.0882	
    -0.2560	    -0.3812	    -0.3670	     0.0455	    -0.4609	    -0.3983	    -0.0654	    -0.7169	    -0.8193	    -0.4552	    -0.9843	    -1.0185	    -0.8023	    -0.1906	     0.1878	     0.0114	     0.3954	    -0.6287	    -0.0199	    -0.4466	    -0.6941	    -0.2788	     0.0228	    -0.1195	
    -0.1593	    -0.3215	    -0.2873	     0.1451	    -0.4324	    -0.3044	     0.0000	    -0.7197	    -0.7738	    -0.4410	    -0.9815	    -0.9985	    -0.7710	    -0.2333	     0.2191	     0.0825	     0.4523	    -0.6259	    -0.0541	    -0.2247	    -0.7112	    -0.3158	     0.0313	    -0.1337	
    -0.0284	    -0.2361	    -0.1422	     0.2788	    -0.3585	    -0.2219	     0.0626	    -0.6714	    -0.6828	    -0.3641	    -0.9160	    -0.9274	    -0.6799	    -0.2361	     0.2646	     0.1991	     0.4865	    -0.5917	    -0.0882	    -0.0199	    -0.6799	    -0.3272	     0.0057	    -0.1109	
     0.0683	    -0.1508	    -0.0057	     0.3812	    -0.3272	    -0.1394	     0.1479	    -0.6458	    -0.6458	    -0.3101	    -0.8961	    -0.8677	    -0.6316	    -0.2532	     0.3158	     0.2560	     0.5092	    -0.5491	    -0.1053	     0.1422	    -0.6657	    -0.3385	     0.0085	    -0.1309	
     0.1622	    -0.0398	     0.0910	     0.5064	    -0.2703	    -0.0654	     0.2020	    -0.6003	    -0.5747	    -0.2560	    -0.8307	    -0.7880	    -0.5690	    -0.2447	     0.3243	     0.3442	     0.5035	    -0.5121	    -0.0939	     0.3243	    -0.6202	    -0.3328	    -0.0114	    -0.0996	
     0.2674	     0.0484	     0.2048	     0.6259	    -0.2162	     0.0512	     0.2617	    -0.5547	    -0.4922	    -0.1764	    -0.7766	    -0.7027	    -0.4893	    -0.2475	     0.3727	     0.4040	     0.5035	    -0.4609	    -0.1053	     0.4979	    -0.5491	    -0.3215	    -0.0142	    -0.0939	
     0.3869	     0.1309	     0.3471	     0.7539	    -0.1678	     0.1309	     0.3414	    -0.4893	    -0.3954	    -0.0910	    -0.6828	    -0.6372	    -0.3897	    -0.2503	     0.4097	     0.4865	     0.4893	    -0.3954	    -0.0882	     0.6799	    -0.5007	    -0.2845	    -0.0341	    -0.0341	
     0.4722	     0.2219	     0.4381	     0.8449	    -0.0996	     0.2105	     0.4125	    -0.4353	    -0.3300	    -0.0057	    -0.6173	    -0.5348	    -0.2930	    -0.2447	     0.4438	     0.5747	     0.4865	    -0.3442	    -0.0683	     0.8506	    -0.4296	    -0.2560	    -0.0171	     0.0057	
     0.5633	     0.2788	     0.5434	     0.9559	    -0.0740	     0.2845	     0.4836	    -0.3727	    -0.2447	     0.0797	    -0.5519	    -0.4523	    -0.1849	    -0.2418	     0.4381	     0.6372	     0.4893	    -0.2930	    -0.0398	     1.0042	    -0.3613	    -0.1764	    -0.0284	     0.0484	
     0.6372	     0.3556	     0.6458	     1.0526	    -0.0256	     0.3442	     0.5462	    -0.3385	    -0.2048	     0.1451	    -0.4808	    -0.3841	    -0.0939	    -0.2532	     0.4637	     0.6941	     0.4950	    -0.2390	    -0.0199	     1.1522	    -0.2703	    -0.1309	    -0.0341	     0.0939	
     0.7197	     0.4040	     0.7397	     1.1323	     0.0057	     0.3983	     0.6145	    -0.2760	    -0.0996	     0.2304	    -0.3585	    -0.2816	     0.0171	    -0.2390	     0.4580	     0.7454	     0.4893	    -0.1451	     0.0228	     1.2802	    -0.1878	    -0.0398	    -0.0370	     0.1195	
     0.8023	     0.4495	     0.8136	     1.2176	     0.0455	     0.4466	     0.6799	    -0.2276	    -0.0455	     0.3300	    -0.3101	    -0.2048	     0.1109	    -0.2390	     0.4666	     0.8108	     0.4779	    -0.0797	     0.0427	     1.3428	    -0.1479	     0.0398	    -0.0398	     0.1565	
     0.8335	     0.4922	     0.8364	     1.2404	     0.0683	     0.5064	     0.7112	    -0.1906	     0.0114	     0.3812	    -0.2532	    -0.1479	     0.1792	    -0.2390	     0.4495	     0.8421	     0.4779	    -0.0114	     0.0683	     1.3513	    -0.0768	     0.1252	    -0.0057	     0.1565	
     0.8535	     0.5035	     0.8819	     1.2688	     0.0768	     0.4950	     0.7368	    -0.1309	     0.0484	     0.4552	    -0.1878	    -0.0882	     0.2703	    -0.2390	     0.4239	     0.8364	     0.4922	     0.0057	     0.0512	     1.2887	    -0.0256	     0.2276	    -0.0114	     0.1451	
     0.9075	     0.5149	     0.9047	     1.2574	     0.0825	     0.5235	     0.7624	    -0.0882	     0.1109	     0.5149	    -0.1479	    -0.0512	     0.3357	    -0.2589	     0.4153	     0.8705	     0.5121	     0.0626	     0.0768	     1.1692	     0.0057	     0.2987	    -0.0114	     0.1508	
     0.8734	     0.5064	     0.9075	     1.2631	     0.0711	     0.4865	     0.7738	    -0.0853	     0.1223	     0.5576	    -0.1195	     0.0114	     0.3897	    -0.2703	     0.3841	     0.8392	     0.5519	     0.0825	     0.1109	     1.0071	     0.0370	     0.3926	     0.0028	     0.1309	
     0.8535	     0.4666	     0.9047	     1.2204	     0.0597	     0.4666	     0.7738	    -0.0626	     0.1508	     0.6003	    -0.0711	     0.0512	     0.4580	    -0.2816	     0.3016	     0.8079	     0.5775	     0.0825	     0.1650	     0.8222	     0.0341	     0.4580	    -0.0085	     0.0882	
     0.8279	     0.4410	     0.8535	     1.1806	     0.0683	     0.4637	     0.7397	    -0.0597	     0.1422	     0.6202	    -0.0427	     0.0797	     0.4609	    -0.3186	     0.2703	     0.7510	     0.6372	     0.0541	     0.1878	     0.6287	     0.0740	     0.5320	    -0.0199	     0.0626	
     0.7937	     0.3812	     0.8222	     1.0867	     0.0512	     0.4296	     0.7141	    -0.0455	     0.1422	     0.6287	    -0.0256	     0.1109	     0.5064	    -0.3385	     0.2077	     0.6998	     0.6941	     0.0398	     0.2105	     0.3841	     0.0768	     0.5775	    -0.0171	     0.0370	
     0.7226	     0.3471	     0.7909	     1.0241	     0.0484	     0.3784	     0.6799	    -0.0398	     0.1451	     0.6486	     0.0057	     0.1479	     0.5377	    -0.3812	     0.1678	     0.6230	     0.7596	     0.0427	     0.2304	     0.1963	     0.1195	     0.6230	    -0.0142	    -0.0171	
     0.6885	     0.3272	     0.7681	     0.9786	     0.0569	     0.3328	     0.6458	    -0.0142	     0.1792	     0.6344	     0.0512	     0.1906	     0.5377	    -0.4125	     0.1195	     0.5690	     0.8136	     0.0199	     0.2475	    -0.0284	     0.1280	     0.6372	    -0.0284	    -0.0313	
     0.6316	     0.2760	     0.7055	     0.8734	     0.0341	     0.2987	     0.5860	    -0.0114	     0.1451	     0.6572	     0.0484	     0.2020	     0.5547	    -0.4353	     0.0797	     0.4751	     0.8734	     0.0114	     0.2361	    -0.1935	     0.1252	     0.6515	    -0.0171	    -0.0768	
     0.5519	     0.2361	     0.6458	     0.8051	     0.0341	     0.2617	     0.5462	     0.0199	     0.1622	     0.6657	     0.0853	     0.2390	     0.5718	    -0.4609	     0.0142	     0.4040	     0.9246	     0.0057	     0.2646	    -0.3727	     0.1508	     0.6629	    -0.0171	    -0.0825	
     0.4751	     0.1508	     0.5775	     0.7084	    -0.0057	     0.1991	     0.5263	     0.0057	     0.1081	     0.6486	     0.0683	     0.2503	     0.5633	    -0.5092	    -0.0341	     0.2959	     0.9929	    -0.0028	     0.2333	    -0.4922	     0.1394	     0.6629	    -0.0455	    -0.0967	
     0.4040	     0.1223	     0.5263	     0.6230	     0.0256	     0.1309	     0.4694	     0.0142	     0.0967	     0.6401	     0.0768	     0.2447	     0.5690	    -0.5291	    -0.0683	     0.1878	     1.0583	    -0.0085	     0.2162	    -0.5832	     0.1024	     0.6486	    -0.0768	    -0.1565	
     0.3272	     0.0711	     0.4666	     0.5377	     0.0114	     0.0882	     0.4210	     0.0256	     0.0825	     0.6230	     0.0740	     0.2674	     0.5661	    -0.5633	    -0.1081	     0.0825	     1.1123	     0.0000	     0.1821	    -0.6088	     0.0825	     0.6486	    -0.0882	    -0.2105	
     0.2532	     0.0484	     0.4239	     0.4324	    -0.0028	     0.0398	     0.3613	     0.0228	     0.0683	     0.6031	     0.0597	     0.2532	     0.5576	    -0.5889	    -0.1479	    -0.0142	     1.1664	    -0.0142	     0.1565	    -0.6116	     0.0569	     0.6486	    -0.1053	    -0.2560	
     0.2162	     0.0284	     0.3841	     0.3471	     0.0142	     0.0199	     0.3158	     0.0512	     0.0569	     0.5860	     0.0569	     0.2845	     0.5775	    -0.5889	    -0.1735	    -0.0910	     1.1863	     0.0284	     0.1707	    -0.5661	     0.0711	     0.6401	    -0.1195	    -0.3016	
     0.1821	     0.0228	     0.3641	     0.2845	     0.0597	    -0.0228	     0.2475	     0.0654	     0.0512	     0.5462	     0.0455	     0.2788	     0.5690	    -0.6088	    -0.1906	    -0.1963	     1.1863	     0.0313	     0.1821	    -0.5035	     0.0512	     0.6003	    -0.1422	    -0.3442	
     0.1280	     0.0427	     0.3272	     0.2048	     0.0825	    -0.0370	     0.2333	     0.0939	     0.0569	     0.5491	     0.0569	     0.3072	     0.5804	    -0.5860	    -0.2077	    -0.2475	     1.1749	     0.0597	     0.1935	    -0.4296	     0.0541	     0.5974	    -0.1536	    -0.3585	
     0.1195	     0.0541	     0.3129	     0.1678	     0.1337	    -0.0284	     0.2077	     0.1565	     0.0853	     0.5633	     0.1109	     0.3499	     0.6003	    -0.5547	    -0.1878	    -0.2731	     1.1408	     0.0711	     0.2247	    -0.3556	     0.0910	     0.5633	    -0.1678	    -0.3812	
     0.1053	     0.1138	     0.3186	     0.0939	     0.1764	    -0.0398	     0.1593	     0.2134	     0.1109	     0.5462	     0.1451	     0.3698	     0.5946	    -0.5405	    -0.1963	    -0.3101	     1.0924	     0.0853	     0.2390	    -0.2959	     0.0967	     0.5291	    -0.1906	    -0.3926	
     0.1109	     0.1309	     0.3243	     0.0711	     0.2503	    -0.0171	     0.1479	     0.2646	     0.1309	     0.5178	     0.2162	     0.4068	     0.6031	    -0.5035	    -0.1991	    -0.3841	     1.0298	     0.1166	     0.2617	    -0.2247	     0.1081	     0.5263	    -0.2361	    -0.4210	
     0.1252	     0.1764	     0.3272	     0.0142	     0.3158	     0.0028	     0.1024	     0.3243	     0.1622	     0.5121	     0.2418	     0.4637	     0.6116	    -0.4722	    -0.1878	    -0.4011	     0.9502	     0.1081	     0.3016	    -0.1792	     0.1422	     0.4950	    -0.2390	    -0.4011	
     0.1394	     0.2390	     0.3727	     0.0057	     0.4125	     0.0597	     0.0853	     0.4125	     0.2333	     0.5405	     0.3158	     0.5320	     0.6202	    -0.4353	    -0.1764	    -0.4125	     0.8591	     0.1252	     0.3414	    -0.0341	     0.2048	     0.4808	    -0.2731	    -0.3841	
     0.1906	     0.3186	     0.4182	    -0.0171	     0.5092	     0.1309	     0.0996	     0.5320	     0.3072	     0.5377	     0.4011	     0.6060	     0.6486	    -0.3954	    -0.1650	    -0.4324	     0.7681	     0.1536	     0.3698	     0.1223	     0.2390	     0.4779	    -0.2873	    -0.3585	
